size,width,length,room,area,ward,toilet,floor,house type,street,price
60.0,4.0,13.0,2.0,115,9523.0,2.0,1.0,1.0,1746,1070000000
36.0,4.0,9.0,2.0,110,9267.0,2.0,2.0,3.0,1081,3150000000
90.0,5.0,19.0,5.0,102,9474.0,5.0,2.0,1.0,938,9700000000
42.0,3.55,12.04,2.0,110,9275.0,2.0,2.0,3.0,1056,3800000000
54.9,3.96,14.0,2.0,109,9283.0,2.0,1.0,3.0,241,7300000000
54.0,3.0,18.0,5.0,109,9293.0,3.0,3.0,3.0,1020,9200000000
76.0,4.0,20.0,5.0,107,9236.0,5.0,3.0,3.0,1456,4750000000
72.0,4.0,18.0,7.0,112,9299.0,7.0,4.0,1.0,246,11800000000
45.0,3.0,15.0,3.0,110,9270.0,3.0,2.0,3.0,1081,4850000000
70.0,5.0,14.0,3.0,113,9317.0,2.0,1.0,1.0,382,6250000000
64.0,4.0,16.0,1.0,113,9324.0,1.0,2.0,3.0,599,8300000000
22.0,3.0,7.0,3.0,103,9453.0,2.0,3.0,3.0,684,1500000000
30.0,3.0,10.0,4.0,102,9472.0,3.0,2.0,3.0,501,3700000000
120.0,5.5,20.0,2.0,114,9246.0,1.0,1.0,1.0,1062,10000000000
33.0,3.0,11.0,2.0,110,9268.0,2.0,1.0,3.0,1006,3400000000
80.0,5.0,16.0,3.0,118,9526.0,3.0,1.0,1.0,711,2300000000
76.0,4.0,19.0,1.0,113,9317.0,1.0,1.0,3.0,730,6500000000
39.0,6.0,6.5,3.0,109,9279.0,4.0,4.0,3.0,994,5900000000
27.0,4.4,7.0,3.0,109,9280.0,3.0,5.0,3.0,1015,4600000000
67.0,5.04,14.16,3.0,118,9529.0,1.0,1.0,3.0,501,5900000000
62.0,3.8,15.0,4.0,113,9324.0,4.0,4.0,3.0,759,6450000000
48.0,4.0,12.0,3.0,108,9457.0,2.0,2.0,3.0,404,6300000000
83.0,5.0,17.0,4.0,104,9254.0,3.0,3.0,3.0,1023,6600000000
85.0,5.0,17.0,3.0,102,9475.0,2.0,1.0,1.0,845,1720000000
66.6,4.2,17.0,4.0,112,9305.0,4.0,3.0,3.0,763,8600000000
54.0,4.1,13.0,4.0,109,9282.0,4.0,5.0,3.0,1723,9900000000
30.0,3.6,8.5,2.0,102,9472.0,1.0,2.0,3.0,501,2890000000
26.5,2.98,8.33,1.0,108,9462.0,1.0,1.0,3.0,728,2700000000
120.0,4.0,30.0,3.0,108,9458.0,2.0,2.0,1.0,619,8500000000
56.0,4.0,14.0,2.0,108,9456.0,1.0,1.0,3.0,1204,4050000000
60.0,4.0,15.0,3.0,102,9471.0,3.0,1.0,3.0,772,6500000000
70.0,4.0,18.0,4.0,109,9279.0,5.0,4.0,3.0,1796,10300000000
27.0,3.0,9.0,2.0,101,9436.0,2.0,1.0,1.0,735,1593000000
36.0,3.3,13.0,3.0,103,9448.0,4.0,3.0,1.0,535,5300000000
35.0,3.65,9.8,2.0,110,9269.0,2.0,1.0,3.0,1056,3500000000
40.0,4.0,10.0,4.0,108,9459.0,4.0,1.0,3.0,172,2780000000
58.0,3.96,15.3,2.0,110,9269.0,1.0,1.0,3.0,1206,4400000000
19.0,3.2,6.2,2.0,112,9299.0,2.0,3.0,3.0,231,2370000000
54.0,4.0,12.0,1.0,115,9516.0,1.0,1.0,3.0,388,1600000000
98.0,7.0,14.0,4.0,99,9405.0,5.0,2.0,2.0,1632,13500000000
49.0,4.0,13.0,4.0,112,9313.0,3.0,3.0,3.0,1006,5750000000
80.0,4.0,19.0,4.0,108,9461.0,3.0,2.0,4.0,1624,10000000000
45.0,5.0,9.0,3.0,114,9245.0,2.0,1.0,3.0,287,2400000000
25.0,5.0,4.0,2.0,98,9355.0,3.0,3.0,3.0,1817,3370000000
80.0,4.0,20.0,4.0,108,9458.0,5.0,3.0,3.0,621,4850000000
90.0,5.0,18.0,5.0,110,9268.0,5.0,4.0,3.0,1006,8000000000
40.3,4.0,10.0,4.0,108,9464.0,3.0,3.0,3.0,859,4700000000
36.0,4.0,9.0,2.0,108,9459.0,2.0,1.0,3.0,215,3500000000
50.0,4.17,12.8,8.0,105,9379.0,5.0,3.0,3.0,813,7990000000
70.0,5.0,14.0,3.0,113,9315.0,3.0,2.0,1.0,1623,8500000000
46.0,4.0,11.0,3.0,110,9276.0,3.0,3.0,3.0,1081,5680000000
43.0,4.0,10.4,3.0,108,9458.0,2.0,1.0,3.0,903,2810000000
55.0,5.0,11.0,4.0,118,9525.0,5.0,3.0,1.0,501,4700000000
70.0,4.6,15.0,4.0,109,9284.0,3.0,3.0,3.0,346,5400000000
56.0,4.0,14.0,6.0,107,9229.0,5.0,4.0,3.0,236,4450000000
45.0,5.0,9.0,4.0,111,9329.0,5.0,4.0,3.0,843,6250000000
70.5,4.7,15.0,2.0,115,9524.0,2.0,1.0,1.0,540,1780000000
108.0,6.0,18.0,2.0,117,9500.0,2.0,2.0,1.0,498,5600000000
18.2,3.0,6.1,2.0,102,9469.0,2.0,2.0,3.0,711,1380000000
61.0,4.0,15.0,4.0,110,9269.0,5.0,4.0,1.0,1056,6600000000
100.0,5.0,20.0,2.0,115,9523.0,2.0,1.0,4.0,1102,980000000
46.0,5.0,11.0,3.0,110,9276.0,2.0,2.0,3.0,1154,4500000000
36.0,4.0,7.6,1.0,104,9262.0,1.0,1.0,3.0,400,1980000000
60.0,5.0,12.0,3.0,118,9526.0,2.0,1.0,1.0,711,1980000000
63.0,4.2,14.5,2.0,107,9236.0,2.0,1.0,3.0,1079,3500000000
23.0,3.3,7.0,2.0,96,9224.0,2.0,2.0,3.0,841,4500000000
26.0,4.0,6.5,3.0,112,9302.0,3.0,3.0,3.0,1302,4900000000
42.0,3.5,12.0,4.0,110,9278.0,3.0,3.0,1.0,930,5980000000
40.0,4.0,10.0,2.0,118,9525.0,2.0,1.0,3.0,501,1600000000
54.0,4.5,13.0,4.0,114,9244.0,3.0,4.0,4.0,73,6950000000
58.5,5.2,12.8,3.0,97,9348.0,2.0,2.0,3.0,911,3790000000
42.0,3.5,12.0,2.0,108,9457.0,2.0,2.0,3.0,404,3150000000
40.0,4.0,10.0,2.0,108,9460.0,2.0,1.0,3.0,715,3690000000
60.0,4.0,15.0,2.0,102,9466.0,2.0,1.0,3.0,947,4800000000
42.0,4.952,10.234,2.0,113,9322.0,2.0,2.0,3.0,1728,4599000000
137.5,5.5,25.0,2.0,109,9283.0,2.0,2.0,3.0,241,11000000000
40.8,4.0,10.2,2.0,103,9445.0,2.0,2.0,3.0,535,4500000000
45.0,5.0,9.0,2.0,103,9454.0,2.0,1.0,3.0,455,2670000000
48.0,4.0,13.0,2.0,105,9367.0,2.0,1.0,3.0,1298,7200000000
95.0,4.32,20.54,4.0,113,9319.0,2.0,2.0,3.0,1695,7500000000
77.0,3.85,20.0,4.0,118,9525.0,5.0,2.0,3.0,1359,7600000000
35.5,3.7,9.7,2.0,102,9468.0,2.0,2.0,3.0,647,3000000000
65.0,4.0,17.5,2.0,112,9299.0,3.0,2.0,3.0,1058,6600000000
28.0,3.5,8.0,1.0,117,9504.0,2.0,1.0,3.0,1612,1100000000
80.0,4.0,20.0,2.0,109,9282.0,1.0,1.0,3.0,1097,7000000000
52.0,4.0,13.0,3.0,108,9457.0,2.0,1.0,3.0,778,4800000000
70.0,5.0,14.0,4.0,108,9460.0,4.0,4.0,3.0,716,4700000000
48.0,4.0,12.0,4.0,108,9460.0,4.0,4.0,3.0,779,5150000000
26.0,5.0,5.1,3.0,104,9256.0,2.0,2.0,3.0,1777,2950000000
90.0,4.0,22.5,3.0,108,9462.0,3.0,2.0,3.0,728,6500000000
20.0,3.0,7.0,2.0,110,9266.0,2.0,2.0,3.0,56,2100000000
69.6,5.0,14.0,2.0,104,9260.0,2.0,2.0,3.0,1240,3400000000
40.0,4.0600000000000005,10.0,2.0,113,9319.0,2.0,1.0,3.0,1695,3600000000
30.6,5.0,6.0,2.0,99,9398.0,3.0,2.0,3.0,448,3750000000
56.0,4.0,14.0,2.0,115,9512.0,2.0,1.0,1.0,39,1950000000
108.0,6.0,18.0,5.0,109,9279.0,3.0,3.0,3.0,807,12500000000
80.0,4.0,20.0,4.0,114,9238.0,4.0,2.0,3.0,1235,6000000000
59.0,4.0,15.0,2.0,107,9236.0,3.0,2.0,3.0,946,4600000000
56.0,4.272,13.342000000000002,4.0,110,9277.0,4.0,4.0,3.0,1150,6500000000
100.0,5.0,20.0,4.0,108,9461.0,4.0,3.0,1.0,580,11300000000
68.0,5.0,13.6,4.0,107,9227.0,5.0,4.0,2.0,1629,5900000000
102.35000000000001,4.45,23.0,2.0,104,9251.0,2.0,2.0,1.0,726,11200000000
64.0,4.0,16.0,5.0,113,9316.0,5.0,4.0,1.0,698,6350000000
42.0,3.35,12.5,2.0,98,9356.0,2.0,1.0,3.0,503,6500000000
32.0,4.0,8.0,1.0,105,9368.0,1.0,2.0,3.0,1625,4500000000
46.0,4.2,11.0,2.0,112,9308.0,2.0,1.0,3.0,763,4400000000
100.0,5.0,20.0,5.0,108,9462.0,4.0,3.0,1.0,1206,8700000000
42.0,4.0,11.0,3.0,117,9508.0,2.0,2.0,3.0,1431,1340000000
60.0,4.0,16.0,5.0,110,9268.0,5.0,3.0,4.0,227,6500000000
100.0,5.0,20.0,2.0,115,9509.0,2.0,1.0,1.0,1610,1550000000
52.0,4.0,13.0,2.0,107,9231.0,1.0,1.0,3.0,1573,1880000000
90.0,6.0,15.0,2.0,102,9466.0,3.0,1.0,3.0,1669,6800000000
104.0,4.0,26.0,3.0,113,9324.0,3.0,2.0,3.0,1626,7000000000
45.0,4.0,12.0,4.0,110,9267.0,4.0,3.0,1.0,1360,5960000000
50.0,4.0,13.0,4.0,110,9267.0,5.0,3.0,1.0,734,5200000000
50.0,4.3,12.0,4.0,113,9322.0,4.0,3.0,1.0,1603,7200000000
81.0,4.5,18.0,2.0,108,9462.0,4.0,1.0,1.0,1198,8100000000
56.0,4.0,14.0,5.0,108,9459.0,5.0,4.0,1.0,716,6950000000
61.0,4.4,14.0,3.0,101,9427.0,2.0,2.0,1.0,172,7500000000
49.0,5.0,8.0,5.0,107,9228.0,4.0,4.0,1.0,511,3540000000
50.0,4.0,13.0,4.0,108,9458.0,5.0,4.0,4.0,1119,5280000000
66.0,4.5,15.0,4.0,110,9267.0,4.0,4.0,3.0,1240,8500000000
12.0,3.0,4.0,1.0,107,9229.0,1.0,1.0,3.0,413,550000000
43.75,3.5,12.5,3.0,118,9528.0,3.0,3.0,4.0,810,2100000000
72.0,4.0,18.0,4.0,109,9279.0,5.0,3.0,3.0,201,10300000000
20.0,2.74,7.3,4.0,105,9367.0,3.0,3.0,3.0,1625,3400000000
96.0,6.0,16.0,4.0,108,9457.0,5.0,4.0,1.0,404,7500000000
52.0,4.0,13.0,2.0,108,9460.0,2.0,1.0,3.0,215,4490000000
80.0,5.0,16.0,6.0,114,9244.0,3.0,3.0,4.0,1124,8200000000
65.0,5.0,13.0,4.0,100,9413.0,5.0,4.0,1.0,143,5000000000
85.0,5.0,17.0,5.0,108,9460.0,5.0,5.0,3.0,716,5000000000
80.0,4.0,20.0,4.0,115,9523.0,2.0,1.0,1.0,1746,1200000000
52.0,4.0,13.0,3.0,110,9269.0,3.0,3.0,3.0,1056,4680000000
76.0,4.64,16.240000000000002,4.0,114,9243.0,6.0,2.0,4.0,612,6600000000
93.5,4.5,21.5,4.0,108,9465.0,4.0,2.0,3.0,1028,6800000000
52.0,4.0,13.0,2.0,108,9457.0,2.0,1.0,3.0,619,1700000000
90.0,4.5,20.0,5.0,101,9439.0,5.0,3.0,1.0,1157,16000000000
80.0,4.0,20.0,2.0,117,9508.0,1.0,1.0,3.0,179,3600000000
40.0,4.0,10.0,2.0,108,9460.0,2.0,1.0,3.0,279,3650000000
97.0,6.5,15.0,6.0,110,9273.0,6.0,4.0,1.0,1119,13000000000
57.0,3.7,14.5,3.0,110,9276.0,1.0,2.0,3.0,301,4300000000
100.0,5.0,20.0,3.0,102,9469.0,2.0,2.0,3.0,1519,5700000000
35.0,3.3,9.5,2.0,109,9280.0,2.0,2.0,3.0,1015,3500000000
24.0,4.5,4.0,2.0,113,9323.0,2.0,2.0,1.0,746,2300000000
129.0,6.4,21.6,4.0,108,9461.0,4.0,3.0,1.0,580,14000000000
54.0,6.7,8.0,2.0,115,9517.0,1.0,1.0,3.0,1102,2750000000
39.0,3.0,12.0,5.0,111,9336.0,5.0,3.0,3.0,503,5199000000
28.0,3.0,9.0,2.0,109,9282.0,1.0,2.0,3.0,965,2600000000
84.0,5.2,15.6,2.0,116,9494.0,2.0,1.0,3.0,202,2580000000
48.0,4.0,12.0,2.0,115,9512.0,2.0,2.0,3.0,631,2200000000
100.0,5.0,20.0,4.0,108,9461.0,4.0,3.0,1.0,580,11200000000
74.0,4.0,18.5,4.0,108,9458.0,2.0,3.0,3.0,543,4000000000
60.0,4.119999999999999,14.84,4.0,98,9355.0,3.0,2.0,3.0,458,13900000000
64.0,4.0,16.0,4.0,108,9456.0,5.0,4.0,1.0,698,6350000000
143.0,6.0,24.0,2.0,114,9245.0,2.0,1.0,2.0,1677,12500000000
29.0,3.78,8.540000000000001,2.0,111,9332.0,2.0,2.0,3.0,1465,2950000000
60.0,5.0,12.0,4.0,109,9282.0,5.0,3.0,3.0,965,4320000000
58.0,4.64,14.2,3.0,107,9228.0,2.0,1.0,3.0,1391,3550000000
44.0,4.64,10.6,4.0,110,9266.0,3.0,4.0,3.0,933,5850000000
31.2,4.0,8.0,2.0,108,9458.0,2.0,1.0,3.0,1190,2000000000
42.0,3.55,12.0,2.0,102,9467.0,2.0,1.0,3.0,647,3820000000
53.0,4.2799999999999985,12.4,2.0,110,9277.0,2.0,2.0,3.0,723,4850000000
34.0,3.5,10.0,2.0,110,9276.0,2.0,1.0,3.0,1081,1900000000
36.0,3.0,12.0,2.0,110,9268.0,2.0,2.0,3.0,925,4450000000
80.0,4.0,20.0,3.0,108,9461.0,3.0,4.0,1.0,1160,10000000000
100.0,4.0,25.0,2.0,104,9261.0,1.0,1.0,1.0,1150,8000000000
64.0,4.0,16.0,1.0,108,9456.0,1.0,2.0,3.0,542,3900000000
32.0,3.58,9.8,2.0,109,9283.0,2.0,1.0,3.0,283,3000000000
36.0,3.0,11.0,5.0,107,9228.0,4.0,4.0,3.0,1319,2790000000
100.0,5.0,20.0,8.0,115,9517.0,7.0,4.0,1.0,1040,10000000000
70.0,4.0,17.0,4.0,114,9238.0,4.0,4.0,1.0,1440,3500000000
60.0,5.0,12.0,3.0,102,9469.0,2.0,1.0,1.0,836,2070000000
48.0,4.0,12.0,5.0,110,9269.0,4.0,4.0,3.0,101,5900000000
64.0,4.0,16.0,4.0,108,9460.0,5.0,4.0,3.0,215,7990000000
25.84,3.8,6.8,2.0,102,9475.0,2.0,1.0,3.0,501,1950000000
48.0,4.18,11.6,3.0,113,9322.0,2.0,3.0,3.0,1295,6500000000
40.0,3.5,12.0,2.0,104,9256.0,2.0,2.0,3.0,1822,3850000000
64.0,4.5,14.0,3.0,117,9504.0,3.0,2.0,3.0,691,3700000000
63.6,4.02,15.64,5.0,104,9262.0,5.0,3.0,3.0,132,6500000000
82.0,5.0,16.2,4.0,113,9324.0,4.0,4.0,3.0,1000,9100000000
34.0,4.0,8.0,2.0,114,9247.0,2.0,2.0,3.0,569,2800000000
65.0,5.0,13.0,3.0,115,9518.0,2.0,2.0,1.0,938,1290000000
36.0,5.0,7.0,2.0,103,9452.0,2.0,2.0,3.0,1050,3500000000
48.0,6.0,8.0,3.0,115,9523.0,1.0,1.0,1.0,1083,850000000
56.0,4.0,14.0,3.0,113,9317.0,3.0,3.0,3.0,402,5390000000
47.0,4.0,12.0,4.0,107,9235.0,4.0,3.0,3.0,1110,3900000000
70.0,5.0,14.0,2.0,107,9227.0,2.0,1.0,3.0,511,3750000000
46.0,4.0,13.0,5.0,110,9271.0,3.0,4.0,3.0,873,5200000000
55.224000000000004,3.6,15.34,3.0,113,9321.0,3.0,2.0,3.0,584,3850000000
71.0,6.0,12.0,3.0,108,9459.0,3.0,3.0,3.0,1000,3600000000
72.0,4.8,16.0,3.0,117,9508.0,2.0,2.0,3.0,1428,3650000000
58.0,4.0,15.0,4.0,107,9229.0,4.0,4.0,4.0,414,4800000000
57.0,3.8,15.0,5.0,109,9292.0,4.0,3.0,1.0,358,6650000000
65.0,4.0,17.0,5.0,112,9299.0,5.0,4.0,3.0,563,12700000000
64.0,4.0,15.6,4.0,110,9269.0,4.0,4.0,3.0,1081,5950000000
18.0,3.0,6.0,1.0,102,9468.0,1.0,1.0,3.0,647,1350000000
35.0,3.5,9.6,2.0,109,9283.0,2.0,2.0,3.0,283,3200000000
18.0,4.0,5.0,1.0,108,9457.0,2.0,2.0,4.0,36,1850000000
90.0,4.5,20.0,3.0,114,9241.0,3.0,1.0,1.0,1264,6300000000
100.0,5.0,20.0,3.0,112,9300.0,3.0,2.0,3.0,338,18500000000
135.0,5.0,27.0,2.0,117,9502.0,2.0,2.0,1.0,1491,7500000000
40.0,4.0,10.0,2.0,108,9456.0,2.0,1.0,3.0,52,3700000000
80.0,5.0,16.0,4.0,102,9475.0,5.0,3.0,1.0,501,8000000000
56.0,7.0,8.0,4.0,108,9457.0,5.0,3.0,3.0,1150,5550000000
45.0,4.0,12.0,4.0,103,9454.0,3.0,3.0,3.0,455,3490000000
80.0,4.94,17.0,8.0,113,9317.0,7.0,4.0,3.0,1599,7600000000
80.0,4.0,20.0,4.0,104,9255.0,4.0,2.0,1.0,62,6000000000
60.0,4.0,14.0,4.0,110,9269.0,5.0,3.0,4.0,1006,6500000000
90.0,4.5,20.0,2.0,115,9523.0,2.0,1.0,1.0,1746,1530000000
40.9,4.25,9.4,3.0,107,9232.0,2.0,1.0,3.0,927,3500000000
110.0,6.0,18.0,4.0,102,9466.0,3.0,3.0,4.0,743,12900000000
75.0,5.0,15.0,5.0,113,9323.0,3.0,2.0,1.0,505,12800000000
78.3,4.35,18.0,3.0,109,9293.0,2.0,3.0,1.0,824,8150000000
54.0,5.6,11.4,2.0,107,9227.0,2.0,1.0,4.0,1548,3300000000
68.0,4.2,16.648000000000003,3.0,114,9247.0,4.0,2.0,3.0,1172,6800000000
20.0,5.0,5.0,1.0,107,9231.0,1.0,1.0,3.0,1628,920000000
44.0,3.0,17.0,4.0,111,9337.0,3.0,3.0,3.0,1801,7900000000
69.0,4.0,18.0,2.0,109,9287.0,2.0,2.0,3.0,1740,7250000000
28.0,3.0,10.0,2.0,111,9325.0,2.0,2.0,3.0,967,4300000000
51.2,4.5,11.5,3.0,114,9239.0,3.0,3.0,3.0,1648,4000000000
90.0,4.159999999999998,22.2,3.0,102,9475.0,1.0,2.0,3.0,501,3850000000
69.0,4.0,17.1,4.0,113,9315.0,4.0,4.0,4.0,1623,9000000000
43.0,3.5,12.0,2.0,112,9311.0,1.0,1.0,3.0,1728,4600000000
48.0,4.126,11.54,2.0,112,9312.0,1.0,1.0,3.0,1728,5150000000
96.0,6.0,16.0,4.0,103,9455.0,4.0,4.0,1.0,1527,7700000000
37.0,4.6,8.8,2.0,110,9270.0,2.0,2.0,3.0,1081,4200000000
60.0,4.0,15.0,2.0,115,9523.0,2.0,1.0,1.0,1746,950000000
49.7,3.5,13.9,4.0,113,9318.0,3.0,3.0,1.0,1603,7200000000
24.0,3.0,8.0,2.0,109,9285.0,2.0,2.0,4.0,1462,3750000000
66.0,3.3,20.0,5.0,103,9453.0,4.0,3.0,1.0,783,6700000000
48.0,4.0,12.0,4.0,112,9310.0,5.0,3.0,3.0,763,5900000000
24.0,3.426,7.256,1.0,118,9526.0,1.0,1.0,3.0,711,1400000000
28.0,3.2,9.0,2.0,112,9313.0,2.0,2.0,3.0,506,3150000000
27.0,3.0,9.0,2.0,102,9475.0,1.0,1.0,1.0,1044,1250000000
58.0,4.0,15.0,2.0,115,9511.0,1.0,1.0,3.0,1727,880000000
23.0,3.0,8.0,2.0,102,9473.0,1.0,2.0,3.0,1595,2900000000
53.0,4.0,13.0,4.0,108,9456.0,5.0,4.0,3.0,1229,5350000000
51.0,4.6,11.0,2.0,117,9508.0,1.0,1.0,3.0,880,3400000000
153.0,5.0,30.0,2.0,117,9502.0,2.0,1.0,1.0,1433,3950000000
85.0,5.0,17.0,5.0,103,9454.0,6.0,4.0,1.0,13,8700000000
112.0,5.0,22.0,2.0,116,9495.0,1.0,1.0,1.0,1101,1800000000
64.0,4.0,16.0,3.0,103,9455.0,2.0,2.0,3.0,1050,5150000000
60.0,4.0,15.0,2.0,107,9235.0,1.0,1.0,3.0,1739,3700000000
104.0,4.0,26.0,4.0,113,9324.0,4.0,2.0,3.0,746,7300000000
82.0,7.0,12.0,4.0,97,9341.0,4.0,2.0,1.0,396,4200000000
42.0,4.2,10.0,4.0,108,9457.0,3.0,3.0,3.0,1218,3500000000
22.0,3.2,7.0,2.0,102,9475.0,2.0,1.0,3.0,1030,1570000000
56.0,4.0,14.0,4.0,110,9275.0,4.0,4.0,3.0,1240,7700000000
40.0,4.63,9.88,4.0,113,9323.0,3.0,2.0,3.0,520,2820000000
48.0,4.0,12.0,2.0,115,9511.0,1.0,3.0,1.0,1686,2850000000
80.0,4.0,20.0,4.0,107,9232.0,2.0,2.0,3.0,148,6000000000
71.0,4.0,18.0,3.0,117,9507.0,2.0,1.0,3.0,1715,3500000000
64.0,4.5,14.0,3.0,102,9470.0,3.0,3.0,3.0,899,6480000000
43.0,3.6,12.0,2.0,105,9372.0,2.0,2.0,3.0,1462,7800000000
65.0,4.0,16.0,2.0,113,9319.0,2.0,2.0,3.0,1034,4870000000
48.0,4.0,12.0,4.0,108,9458.0,4.0,3.0,1.0,1119,2480000000
44.0,4.0,11.0,3.0,110,9276.0,4.0,3.0,3.0,937,5200000000
60.0,4.5,14.0,2.0,107,9227.0,3.0,2.0,4.0,1561,3690000000
60.0,3.92,15.4,2.0,113,9317.0,2.0,1.0,3.0,402,3400000000
50.0,6.0,8.0,2.0,115,9523.0,2.0,1.0,1.0,1083,970000000
117.23519999999999,5.68,20.64,3.0,102,9472.0,2.0,2.0,1.0,1119,10000000000
70.0,3.75,19.0,4.0,113,9321.0,3.0,4.0,3.0,584,5850000000
81.0,5.0,16.0,4.0,114,9243.0,4.0,2.0,3.0,1222,4950000000
50.0,4.0,12.0,2.0,117,9502.0,2.0,1.0,4.0,1529,1490000000
52.0,4.0,13.0,5.0,107,9227.0,4.0,3.0,3.0,1321,5200000000
60.0,5.0,12.0,4.0,115,9524.0,3.0,2.0,1.0,1102,1650000000
100.0,5.0,20.0,3.0,115,9517.0,2.0,1.0,4.0,1102,1900000000
56.0,4.0,14.0,5.0,108,9464.0,5.0,4.0,1.0,527,7500000000
27.0,3.0,9.0,2.0,108,9457.0,2.0,2.0,3.0,1130,2900000000
50.0,4.2,12.0,2.0,117,9502.0,1.0,1.0,3.0,1491,1380000000
60.0,3.8,17.0,4.0,110,9266.0,4.0,3.0,1.0,321,5500000000
49.0,4.0,12.0,2.0,108,9459.0,2.0,1.0,3.0,716,3650000000
100.0,5.0,20.0,4.0,110,9275.0,4.0,4.0,3.0,1056,9100000000
115.0,5.0,23.0,2.0,109,9280.0,2.0,1.0,3.0,959,9299999999
35.0,5.0,7.0,2.0,102,9475.0,2.0,1.0,3.0,1519,3100000000
42.0,4.0,12.0,2.0,113,9317.0,2.0,1.0,1.0,682,6500000000
66.0,5.5,12.0,2.0,104,9260.0,3.0,1.0,3.0,648,2400000000
36.0,4.0,9.0,2.0,113,9316.0,2.0,1.0,3.0,1599,3360000000
79.0,5.2,15.0,2.0,107,9230.0,2.0,1.0,4.0,695,4550000000
50.3,4.0,13.0,2.0,104,9259.0,2.0,1.0,3.0,640,2500000000
54.0,3.0,18.0,2.0,113,9320.0,2.0,2.0,1.0,1002,6990000000
52.0,4.0,13.0,3.0,103,9455.0,2.0,2.0,4.0,1089,1250000000
40.0,4.0,10.0,4.0,108,9459.0,4.0,3.0,3.0,1000,2780000000
156.6,5.8,27.0,3.0,112,9308.0,2.0,2.0,1.0,229,17500000000
56.0,4.0,14.0,4.0,114,9244.0,5.0,4.0,4.0,535,7000000000
128.0,5.0,26.0,2.0,115,9518.0,3.0,1.0,3.0,1023,4400000000
116.6,5.3,22.0,4.0,109,9282.0,5.0,1.0,3.0,1097,10500000000
47.2,4.0,12.0,2.0,114,9244.0,2.0,2.0,3.0,1201,4100000000
63.0,4.36,14.0,4.0,102,9475.0,3.0,2.0,1.0,688,10500000000
90.0,4.0,22.0,4.0,108,9461.0,6.0,3.0,1.0,1155,9800000000
51.0,4.0,13.0,2.0,108,9459.0,2.0,2.0,3.0,716,3500000000
96.0,3.75,26.0,5.0,113,9321.0,4.0,4.0,3.0,583,8700000000
25.0,4.5,6.0,2.0,107,9228.0,1.0,2.0,4.0,1407,1080000000
61.0,5.7,10.0,1.0,107,9237.0,1.0,1.0,3.0,1456,3500000000
33.0,3.5,9.0,4.0,108,9458.0,3.0,3.0,3.0,1222,2770000000
27.0,5.0,5.5,2.0,109,9283.0,2.0,2.0,3.0,283,3100000000
24.0,3.0,8.0,2.0,102,9472.0,1.0,1.0,3.0,405,1090000000
71.0,5.0,14.2,5.0,108,9456.0,6.0,4.0,3.0,1124,5850000000
77.0,4.0,19.5,4.0,108,9461.0,5.0,5.0,1.0,1204,11000000000
89.0,5.0,17.8,4.0,115,9518.0,3.0,1.0,4.0,1527,2460000000
54.0,4.24,12.5,2.0,110,9277.0,2.0,1.0,3.0,937,3250000000
49.0,4.1,12.0,4.0,113,9320.0,3.0,1.0,3.0,1295,5650000000
70.0,4.0,17.0,3.0,107,9235.0,2.0,2.0,3.0,946,5700000000
42.0,4.0,12.0,4.0,110,9277.0,4.0,2.0,3.0,1081,5200000000
125.1936,5.04,24.84,6.0,109,9279.0,7.0,2.0,3.0,994,12500000000
68.0,4.0,17.0,3.0,118,9525.0,2.0,1.0,3.0,501,4150000000
48.0,4.0,12.0,3.0,117,9508.0,2.0,2.0,1.0,185,4700000000
81.0,5.0,16.4,4.0,108,9462.0,4.0,3.0,1.0,580,8100000000
105.0,6.2,17.0,4.0,109,9279.0,3.0,1.0,3.0,965,12500000000
51.0,4.0,14.0,3.0,108,9456.0,2.0,2.0,3.0,52,4500000000
29.8,4.2,7.6,2.0,110,9268.0,2.0,2.0,3.0,1054,2850000000
85.56,6.9,12.4,3.0,118,9527.0,2.0,2.0,3.0,1760,2100000000
51.0,5.0,10.0,2.0,107,9233.0,2.0,2.0,3.0,1605,3650000000
58.0,4.34,14.148,6.0,109,9280.0,5.0,4.0,3.0,1015,5400000000
105.0,5.0,21.0,6.0,107,9236.0,6.0,1.0,3.0,946,5500000000
50.0,3.5,14.0,4.0,112,9313.0,3.0,4.0,3.0,1054,4700000000
40.0,4.0,12.0,4.0,108,9458.0,3.0,3.0,3.0,208,2500000000
31.0,4.0,7.75,2.0,108,9462.0,1.0,1.0,3.0,728,1630000000
70.0,5.0,14.0,5.0,113,9317.0,5.0,4.0,3.0,1599,7900000000
100.0,5.0,20.0,3.0,97,9348.0,4.0,3.0,3.0,911,4950000000
36.55,4.3,8.5,2.0,103,9450.0,2.0,1.0,3.0,219,3700000000
72.5,5.0,14.5,4.0,107,9228.0,2.0,2.0,3.0,1325,5500000000
61.0,4.0,16.0,4.0,107,9227.0,5.0,3.0,1.0,1340,5400000000
50.0,4.0,12.5,2.0,103,9452.0,2.0,1.0,3.0,1050,1639000000
40.0,4.0,10.0,3.0,108,9460.0,2.0,2.0,3.0,1584,3580000000
48.0,3.8,14.0,4.0,99,9409.0,4.0,4.0,3.0,1634,4980000000
33.0,3.5,9.0,4.0,108,9459.0,3.0,3.0,3.0,1584,2790000000
