size,width,length,room,area,ward,toilet,floor,house type,street,price
68.0,4.0,17.0,5.0,108,9460.0,5.0,4.0,3.0,1581,7000000000
46.0,3.55,12.16,5.0,109,9284.0,3.0,3.0,3.0,1718,5800000000
80.0,5.0,16.0,2.0,115,9509.0,2.0,1.0,1.0,228,945000000
84.0,4.0,21.0,4.0,107,9233.0,2.0,3.0,3.0,384,5500000000
90.0,5.0,18.0,5.0,108,9460.0,5.0,5.0,3.0,215,5500000000
80.0,4.0,20.0,4.0,107,9228.0,5.0,2.0,1.0,1321,4500000000
75.0,5.0,15.0,3.0,115,9511.0,2.0,1.0,4.0,1686,1250000000
48.0,4.0,12.0,2.0,101,9439.0,2.0,2.0,1.0,203,6500000000
60.2,4.6,13.1,3.0,97,9344.0,3.0,3.0,3.0,924,2180000000
52.5,4.54,11.7,3.0,114,9244.0,3.0,2.0,3.0,73,1950000000
25.0,3.0,9.0,2.0,111,9327.0,1.0,2.0,1.0,771,2390000000
80.0,5.0,16.0,2.0,115,9522.0,2.0,1.0,1.0,46,839000000
63.7,4.84,13.6,6.0,110,9277.0,6.0,3.0,3.0,1229,7300000000
70.0,5.0,14.0,3.0,115,9523.0,2.0,1.0,1.0,456,1225000000
27.2,3.0,10.0,2.0,109,9291.0,2.0,2.0,3.0,1691,3150000000
90.0,5.0,18.0,2.0,114,9245.0,2.0,2.0,3.0,11,5650000000
36.2,6.75,5.41,2.0,97,9344.0,2.0,2.0,3.0,823,3200000000
90.0,5.0,18.0,2.0,115,9523.0,2.0,1.0,1.0,1526,1700000000
55.0,6.0,9.0,5.0,111,9329.0,5.0,5.0,3.0,1018,8680000000
72.0,6.0,12.0,3.0,115,9510.0,1.0,2.0,1.0,290,5800000000
44.0,3.38,13.6,2.0,112,9313.0,2.0,2.0,3.0,864,3700000000
30.0,3.0,10.0,2.0,101,9427.0,2.0,1.0,3.0,1624,3200000000
74.0,5.0,15.0,2.0,108,9456.0,2.0,1.0,3.0,1240,4500000000
100.0,5.0,20.0,4.0,102,9475.0,5.0,3.0,1.0,501,7900000000
125.0,5.0,25.0,5.0,113,9318.0,5.0,4.0,1.0,1466,17900000000
45.0,5.0,9.0,2.0,102,9469.0,2.0,1.0,3.0,711,1250000000
75.0,4.5,18.5,2.0,102,9471.0,2.0,2.0,3.0,947,6000000000
35.0,7.0,5.0,2.0,118,9528.0,2.0,2.0,4.0,711,1100000000
80.0,4.4,17.6,3.0,115,9523.0,2.0,1.0,4.0,1746,890000000
60.0,4.0,15.0,4.0,109,9279.0,4.0,3.0,3.0,201,9000000000
55.0,4.0,15.0,4.0,114,9244.0,3.0,3.0,3.0,1235,5760000000
28.0,4.0,7.0,2.0,98,9355.0,1.0,1.0,3.0,1517,2150000000
73.0,5.0,14.6,2.0,97,9347.0,2.0,1.0,3.0,911,2680000000
100.0,5.0,20.0,2.0,115,9522.0,2.0,1.0,3.0,1746,890000000
80.0,4.0,20.0,3.0,113,9318.0,3.0,2.0,1.0,1603,10600000000
61.0,4.8,12.8,4.0,114,9247.0,3.0,2.0,3.0,612,6700000000
227.70000000000002,6.9,33.0,3.0,110,9268.0,3.0,2.0,1.0,1081,16000000000
85.0,5.0,17.0,3.0,115,9523.0,2.0,1.0,1.0,456,1970000000
100.0,5.0,20.0,4.0,109,9279.0,4.0,3.0,1.0,201,16500000000
94.0,5.5,18.0,1.0,112,9313.0,1.0,1.0,3.0,1609,12290000000
72.0,4.0,18.0,3.0,107,9229.0,2.0,2.0,3.0,413,4200000000
100.0,4.0,25.0,4.0,115,9523.0,2.0,1.0,1.0,1746,1320000000
60.0,4.0,15.0,3.0,97,9344.0,3.0,1.0,3.0,924,2830000000
35.0,3.0,10.0,4.0,109,9289.0,3.0,3.0,3.0,676,4300000000
37.0,4.0,9.0,1.0,113,9315.0,1.0,1.0,3.0,698,3600000000
46.0,4.3,10.6,3.0,102,9475.0,2.0,1.0,4.0,1044,1480000000
52.0,4.0,13.0,3.0,104,9256.0,2.0,4.0,1.0,120,2100000000
43.0,3.6,13.5,2.0,109,9284.0,2.0,1.0,3.0,1724,4600000000
54.0,4.3,12.64,2.0,108,9462.0,2.0,2.0,3.0,1679,3250080000
65.0,5.0,13.0,4.0,113,9315.0,4.0,4.0,1.0,1249,10200000000
35.0,4.5,8.0,3.0,111,9325.0,2.0,4.0,3.0,1062,4800000000
64.0,4.0,16.0,2.0,115,9523.0,2.0,1.0,4.0,1106,1680000000
57.0,4.4700000000000015,13.12,4.0,107,9229.0,4.0,3.0,3.0,236,3350000000
64.0,4.0,16.0,4.0,114,9243.0,4.0,4.0,3.0,1235,6800000000
28.0,3.3,8.0,2.0,101,9430.0,2.0,2.0,3.0,940,2600000000
83.0,5.5,15.0,4.0,110,9266.0,5.0,4.0,3.0,734,7950000000
60.0,5.0,12.0,2.0,114,9242.0,1.0,2.0,3.0,1263,1850000000
52.0,4.66,11.2,2.0,107,9227.0,2.0,1.0,3.0,511,3400000000
103.8,5.88,18.28,1.0,104,9251.0,1.0,1.0,3.0,955,7000000000
75.0,5.0,15.0,3.0,115,9511.0,2.0,1.0,4.0,1086,1590000000
65.0,4.2,15.48,3.0,108,9459.0,2.0,2.0,1.0,1765,2100000000
71.0,4.0,18.0,4.0,101,9427.0,5.0,3.0,1.0,567,11400000000
40.0,4.0,10.0,4.0,110,9264.0,5.0,3.0,3.0,734,5680000000
95.0,5.0,18.0,3.0,115,9512.0,2.0,1.0,1.0,764,1198000000
84.0,4.0,21.0,4.0,108,9463.0,5.0,3.0,3.0,1645,4900000000
110.0,4.0,26.0,3.0,113,9320.0,3.0,1.0,3.0,1295,7600000000
32.0,4.0,8.0,2.0,110,9267.0,2.0,2.0,3.0,1360,3350000000
65.0,4.8,14.8,2.0,104,9256.0,2.0,1.0,3.0,1822,2880000000
55.40933599999999,4.8039999999999985,11.534,3.0,114,9247.0,2.0,2.0,1.0,1629,1730000000
40.0,4.0,10.0,2.0,104,9257.0,2.0,1.0,1.0,1741,800000000
50.0,5.0,10.0,2.0,99,9404.0,2.0,1.0,3.0,1720,4400000000
90.0,6.0,15.0,4.0,97,9341.0,5.0,2.0,4.0,1110,4200000000
40.0,4.0,10.0,3.0,117,9507.0,2.0,3.0,1.0,1011,885000000
70.0,4.2,16.0,5.0,113,9323.0,4.0,3.0,1.0,1626,9300000000
48.0,4.0,12.0,4.0,108,9457.0,5.0,4.0,3.0,1150,6300000000
35.0,3.5,10.0,3.0,112,9313.0,3.0,3.0,1.0,1490,4900000000
80.0,5.0,16.0,3.0,115,9523.0,2.0,1.0,1.0,507,1125000000
58.5,5.0,12.0,2.0,108,9456.0,2.0,1.0,3.0,1064,4100000000
80.0,5.0,16.0,2.0,115,9523.0,2.0,1.0,1.0,456,750000000
79.0,4.0,20.0,1.0,112,9313.0,2.0,2.0,3.0,506,4500000000
38.5,4.86,8.08,2.0,113,9317.0,2.0,2.0,1.0,382,5300000000
35.0,3.5,10.0,2.0,117,9502.0,2.0,1.0,3.0,230,1550000000
55.0,4.46,13.8,4.0,110,9264.0,5.0,3.0,3.0,1056,6190000000
64.3,4.0,16.0,3.0,110,9277.0,2.0,1.0,3.0,1360,4600000000
80.0,4.0,20.0,4.0,107,9228.0,4.0,3.0,1.0,511,3899000000
74.0,5.5,13.4,2.0,112,9313.0,2.0,1.0,3.0,447,5200000000
76.0,5.0,15.2,3.0,115,9518.0,2.0,1.0,1.0,1023,1130000000
74.0,4.0,18.5,5.0,108,9458.0,4.0,3.0,3.0,543,4800000000
60.0,4.0,15.0,2.0,115,9523.0,2.0,2.0,4.0,1746,600000000
48.0,4.0,12.0,2.0,115,9512.0,2.0,1.0,3.0,38,1700000000
62.0,4.7200000000000015,14.4,5.0,113,9319.0,6.0,4.0,1.0,685,8500000000
50.0,3.5,15.0,4.0,102,9472.0,3.0,2.0,3.0,1031,4900000000
60.0,5.0,12.0,2.0,102,9472.0,2.0,1.0,1.0,501,2900000000
59.0,4.51,13.0,4.0,102,9469.0,3.0,2.0,3.0,1519,4400000000
36.0,4.0,9.6,4.0,113,9320.0,3.0,3.0,3.0,520,2800000000
14.152499999999998,2.55,5.55,2.0,112,9308.0,2.0,3.0,3.0,991,2150000000
40.0,4.0,10.0,4.0,110,9264.0,5.0,2.0,2.0,734,5680000000
72.0,4.0,18.0,4.0,108,9460.0,4.0,4.0,3.0,716,4900000000
64.0,4.0,16.0,3.0,113,9315.0,3.0,3.0,3.0,1623,6450000000
64.0,4.2,15.0,4.0,110,9277.0,6.0,4.0,3.0,1081,7500000000
80.0,5.0,16.0,3.0,115,9523.0,3.0,2.0,2.0,456,1450000000
70.0,5.0,14.0,2.0,115,9519.0,2.0,1.0,3.0,147,1750000000
90.0,6.0,15.0,4.0,115,9518.0,3.0,1.0,4.0,1527,1270000000
51.0,4.26,11.788,4.0,109,9283.0,3.0,3.0,3.0,242,6200000000
54.0,4.5,12.0,5.0,108,9464.0,5.0,5.0,4.0,143,7890000000
45.0,3.2,14.0,3.0,103,9452.0,2.0,2.0,3.0,226,2550000000
80.0,4.2,20.0,5.0,113,9317.0,4.0,4.0,1.0,1622,7000000000
47.0,4.7,10.0,4.0,110,9267.0,5.0,4.0,4.0,734,6550000000
90.0,5.0,18.0,2.0,115,9523.0,2.0,2.0,1.0,492,980000000
55.0,4.3,12.5,4.0,112,9300.0,4.0,4.0,1.0,921,11500000000
58.0,4.0,14.5,2.0,104,9261.0,2.0,1.0,3.0,1120,2650000000
30.0,3.0,10.0,4.0,102,9472.0,3.0,3.0,3.0,501,3700000000
64.0,4.0,16.0,5.0,104,9262.0,5.0,4.0,3.0,132,6300000000
80.0,5.0,17.0,3.0,110,9275.0,2.0,2.0,4.0,1056,6300000000
80.0,4.6,15.4,2.0,115,9523.0,2.0,1.0,4.0,1746,1500000000
19.5,2.5,8.0,2.0,112,9308.0,2.0,2.0,3.0,991,2500000000
80.0,5.0,16.0,2.0,115,9520.0,2.0,1.0,1.0,1751,1100000000
35.1,2.28,13.97,2.0,109,9284.0,2.0,2.0,3.0,1724,4400000000
53.0,4.6,11.5,3.0,102,9474.0,2.0,1.0,4.0,512,1390000000
76.0,3.8,20.0,5.0,102,9472.0,6.0,4.0,3.0,501,5350000000
24.0,2.0,12.0,3.0,113,9316.0,2.0,2.0,3.0,1604,1600000000
44.0,4.0600000000000005,11.0,3.0,110,9267.0,3.0,2.0,3.0,1360,5960000000
62.0,4.5,15.1,2.0,102,9470.0,2.0,1.0,3.0,501,3800000000
76.0,4.0,19.0,4.0,113,9320.0,5.0,3.0,1.0,673,9800000000
76.0,4.0,19.0,1.0,102,9466.0,2.0,1.0,3.0,235,6200000000
60.0,4.0,15.0,2.0,115,9523.0,2.0,1.0,1.0,1746,800000000
70.0,6.0,13.1,4.0,113,9324.0,4.0,4.0,1.0,751,9900000000
16.0,4.0,4.0,1.0,114,9244.0,1.0,2.0,3.0,1240,920000000
80.0,5.0,16.0,4.0,117,9503.0,2.0,1.0,3.0,929,1700000000
46.0,4.6,10.0,2.0,106,9392.0,2.0,1.0,3.0,1642,1870000000
40.0,4.0,10.0,2.0,104,9253.0,2.0,1.0,3.0,1592,1850000000
21.0,3.0,7.0,2.0,107,9227.0,1.0,2.0,3.0,1566,960000000
68.0,4.2,16.0,6.0,112,9311.0,6.0,4.0,3.0,1292,6800000000
48.0,4.0,12.0,2.0,113,9322.0,2.0,2.0,3.0,1295,4800000000
80.0,5.0,16.0,3.0,115,9522.0,2.0,1.0,4.0,530,1175000000
60.0,5.0,12.0,2.0,115,9511.0,1.0,1.0,3.0,634,1700000000
67.0,4.0,16.0,4.0,110,9269.0,5.0,4.0,3.0,1081,6950000000
50.0,5.0,10.0,3.0,110,9263.0,3.0,4.0,3.0,1360,5550000000
53.2,4.0,13.5,2.0,108,9460.0,1.0,1.0,3.0,279,3540000000
40.0,4.0,10.0,4.0,108,9459.0,3.0,3.0,4.0,215,2445000000
60.0,5.0,12.0,5.0,108,9464.0,5.0,4.0,4.0,143,7800000000
60.0,4.0,15.0,3.0,113,9315.0,3.0,2.0,3.0,351,7500000000
44.0,4.0,12.0,4.0,107,9229.0,4.0,4.0,4.0,419,4250000000
60.0,4.0,15.0,2.0,115,9523.0,2.0,1.0,3.0,456,1250000000
179.05200000000002,6.94,25.8,1.0,118,9528.0,2.0,2.0,1.0,711,11900000000
33.0,3.85,10.0,2.0,102,9469.0,2.0,2.0,3.0,1519,3000000000
56.0,3.5,16.0,4.0,102,9471.0,5.0,2.0,1.0,1598,9300000000
44.0,4.0,11.0,3.0,109,9283.0,4.0,5.0,3.0,994,6700000000
27.0,4.8,5.2,1.0,103,9443.0,2.0,1.0,3.0,1729,2750000000
25.0,7.0,3.5,2.0,102,9472.0,2.0,2.0,3.0,947,3050000000
60.0,4.0,15.0,5.0,108,9464.0,7.0,5.0,1.0,143,5900000000
65.0,4.5,13.9,3.0,108,9464.0,3.0,2.0,1.0,701,1490000000
88.0,4.0,22.0,3.0,115,9523.0,2.0,1.0,1.0,1746,1500000000
48.0,4.0,12.0,3.0,113,9319.0,3.0,3.0,3.0,685,4650000000
33.0,3.2,11.0,2.0,110,9272.0,2.0,2.0,3.0,944,3650000000
52.0,5.0,11.0,3.0,107,9228.0,4.0,3.0,1.0,1313,3450000000
54.0,3.956,13.81,2.0,102,9472.0,2.0,1.0,3.0,947,3000000000
80.0,5.0,16.0,2.0,115,9522.0,2.0,1.0,1.0,1746,900000000
64.4,4.0,16.4,3.0,113,9317.0,3.0,2.0,3.0,402,7600000000
60.0,5.0,12.0,3.0,115,9519.0,2.0,1.0,1.0,530,1789000000
100.0,4.0,25.0,2.0,113,9315.0,2.0,1.0,1.0,344,8600000000
30.0,3.5,9.2,3.0,109,9280.0,3.0,5.0,3.0,1015,4800000000
64.0,4.0,16.0,5.0,113,9316.0,5.0,3.0,1.0,698,6200000000
30.0,3.0,10.0,2.0,109,9294.0,2.0,2.0,3.0,821,3900000000
33.0,4.0,8.0,2.0,103,9441.0,2.0,2.0,3.0,931,3850000000
33.0,3.26,10.6,3.0,98,9360.0,4.0,3.0,3.0,869,6000000000
80.0,4.0,20.0,3.0,115,9519.0,2.0,1.0,4.0,147,980000000
29.0,2.9,10.0,2.0,112,9311.0,2.0,2.0,3.0,763,3750000000
16.0,3.5,4.84,1.0,110,9278.0,1.0,1.0,3.0,873,2050000000
40.0,4.18,11.2,3.0,115,9523.0,2.0,1.0,4.0,491,1485000000
48.0,4.0,12.0,3.0,107,9233.0,3.0,1.0,3.0,946,2150000000
36.0,4.0,9.0,4.0,101,9434.0,3.0,3.0,3.0,1584,2830000000
48.0,4.0,12.0,4.0,110,9275.0,4.0,3.0,3.0,725,6500000000
48.0,4.0,12.0,4.0,110,9275.0,6.0,4.0,4.0,1056,7200000000
60.0,5.0,13.5,5.0,107,9229.0,5.0,3.0,1.0,1494,6000000000
61.0,6.0,11.0,1.0,115,9517.0,2.0,1.0,3.0,199,1850000000
67.0,4.0,16.4,3.0,108,9462.0,2.0,2.0,1.0,728,1780000000
85.0,4.0,21.5,5.0,110,9276.0,5.0,3.0,3.0,1081,7700000000
74.0,4.0,18.0,1.0,112,9313.0,1.0,1.0,1.0,447,8800000000
33.0,3.3200000000000003,10.5,4.0,107,9227.0,4.0,4.0,3.0,511,2790000000
54.0,4.0,13.0,4.0,110,9270.0,3.0,3.0,3.0,1081,8000000000
91.0,5.0,17.259999999999998,8.0,112,9305.0,5.0,4.0,3.0,809,13000000000
75.0,5.0,15.0,3.0,115,9512.0,2.0,1.0,4.0,1686,972000000
37.0,3.0,11.0,2.0,106,9382.0,2.0,1.0,3.0,210,4500000000
80.0,4.7200000000000015,18.4,5.0,112,9301.0,5.0,3.0,1.0,871,17500000000
56.0,4.0,14.0,4.0,113,9319.0,4.0,2.0,3.0,1034,7200000000
28.0,4.0,7.0,2.0,107,9229.0,2.0,1.0,3.0,429,2200000000
28.0,4.0,8.0,1.0,114,9244.0,2.0,1.0,3.0,1128,3300000000
52.0,4.0,13.0,2.0,113,9319.0,3.0,2.0,3.0,1033,4500000000
20.0,4.0,5.0,1.0,102,9475.0,1.0,1.0,3.0,486,530000000
34.0,7.0,5.0,2.0,110,9270.0,2.0,2.0,3.0,1081,3299000000
88.0,4.0,22.0,2.0,102,9469.0,1.0,1.0,3.0,1519,6800000000
43.7,4.0,13.0,2.0,106,9393.0,2.0,1.0,3.0,763,6000000000
80.0,4.0,20.0,4.0,107,9229.0,5.0,5.0,1.0,709,7500000000
60.0,4.0,15.0,5.0,102,9470.0,5.0,1.0,3.0,501,4150000000
77.0,4.0,19.0,1.0,114,9238.0,1.0,1.0,1.0,611,5790000000
76.0,4.0,19.0,4.0,110,9275.0,5.0,3.0,3.0,937,9800000000
88.0,4.0,22.0,4.0,103,9455.0,3.0,1.0,1.0,652,9300000000
80.0,5.0,17.2,4.0,114,9243.0,4.0,2.0,3.0,1222,5200000000
19.0,3.5,5.5,3.0,102,9469.0,2.0,3.0,3.0,1519,1550000000
80.0,5.0,16.0,3.0,112,9313.0,3.0,2.0,3.0,946,4300000000
40.0,4.0,10.0,2.0,106,9395.0,2.0,1.0,3.0,674,1780000000
30.0,3.5,9.0,2.0,110,9275.0,2.0,1.0,3.0,1052,3850000000
15.0,2.46,6.1,1.0,110,9272.0,1.0,3.0,3.0,823,1550000000
63.0,6.3,10.0,4.0,109,9279.0,3.0,3.0,3.0,994,7000000000
60.0,5.0,12.0,4.0,110,9264.0,5.0,3.0,3.0,145,6500000000
125.0,5.0,25.0,1.0,107,9228.0,1.0,1.0,1.0,511,8500000000
122.0,3.9,30.0,4.0,103,9453.0,2.0,2.0,3.0,783,3300000000
51.0,4.0,13.0,4.0,118,9525.0,5.0,4.0,1.0,1359,5580000000
90.0,6.0,15.0,3.0,115,9509.0,2.0,1.0,4.0,228,1340000000
22.0,2.7380000000000004,8.927999999999997,2.0,109,9293.0,3.0,2.0,3.0,1697,3500000000
100.0,5.0,20.0,6.0,113,9323.0,6.0,4.0,1.0,1626,11500000000
64.0,4.0,16.0,3.0,117,9507.0,2.0,2.0,1.0,929,2500000000
102.0,6.0,17.0,3.0,104,9260.0,3.0,1.0,1.0,823,7700000000
105.0,5.17,21.42,2.0,109,9284.0,3.0,2.0,3.0,206,3800000000
32.0,4.0,8.0,3.0,103,9450.0,2.0,2.0,3.0,219,3050000000
114.0,4.0,28.0,3.0,113,9323.0,3.0,2.0,1.0,1000,14500000000
60.0,4.0,15.0,3.0,110,9276.0,3.0,3.0,3.0,937,6750000000
75.0,5.0,15.0,5.0,104,9258.0,3.0,2.0,4.0,736,6000000000
64.0,4.0,16.0,2.0,108,9458.0,1.0,1.0,1.0,299,2600000000
60.0,5.0,12.0,3.0,114,9244.0,2.0,2.0,1.0,102,5450000000
76.0,4.0,19.0,3.0,108,9464.0,2.0,2.0,1.0,1190,6300000000
46.5,4.2,11.0,3.0,97,9341.0,3.0,1.0,3.0,1690,3150000000
54.0,4.0,13.0,2.0,114,9246.0,2.0,3.0,1.0,365,6500000000
29.0,4.04,8.0,2.0,108,9457.0,2.0,1.0,3.0,18,2900000000
85.0,5.0,17.0,3.0,115,9512.0,3.0,1.0,4.0,764,1150000000
120.0,5.0,24.0,6.0,112,9313.0,6.0,1.0,3.0,1054,8750000000
56.0,4.0,14.0,4.0,113,9314.0,4.0,3.0,3.0,1601,8100000000
48.0,4.0,12.0,2.0,101,9439.0,2.0,2.0,1.0,203,7250000000
24.0,4.0,6.0,1.0,114,9244.0,2.0,1.0,1.0,88,1200000000
51.8,4.0,13.0,4.0,108,9457.0,5.0,3.0,3.0,541,5900000000
43.0,4.48,9.6,3.0,110,9267.0,3.0,3.0,3.0,1190,5290000000
109.0,6.5,16.0,3.0,99,9407.0,3.0,2.0,3.0,1720,9300000000
35.0,3.2,11.0,2.0,107,9235.0,2.0,1.0,3.0,946,2800000000
64.0,4.0,16.0,2.0,108,9456.0,2.0,1.0,3.0,542,4300000000
59.0,4.0,15.0,5.0,114,9246.0,5.0,5.0,3.0,1062,8300000000
86.0,4.0,22.0,4.0,114,9244.0,2.0,2.0,1.0,1062,10186000000
52.0,4.5,12.0,3.0,114,9239.0,2.0,2.0,3.0,976,3450000000
90.0,6.0,15.0,4.0,115,9523.0,3.0,1.0,4.0,456,1288000000
79.0,4.0,20.0,5.0,107,9230.0,4.0,4.0,3.0,1363,4300000000
57.0,5.0,12.0,2.0,107,9227.0,2.0,1.0,1.0,1567,4100000000
24.0,4.0,6.0,3.0,111,9328.0,2.0,3.0,3.0,1029,3700000000
108.0,4.0,27.0,3.0,108,9461.0,2.0,2.0,1.0,1658,13900000000
103.5776,5.12,20.23,2.0,108,9456.0,2.0,1.0,3.0,1204,8150000000
70.0,4.68,15.0,3.0,110,9264.0,4.0,3.0,1.0,1119,8380000000
58.0,4.42,11.9,2.0,105,9370.0,2.0,1.0,3.0,1748,5700000000
61.0,4.96,11.74,3.0,103,9450.0,2.0,1.0,3.0,1640,1710000000
50.0,4.12,12.2,4.0,109,9283.0,3.0,2.0,3.0,1002,7000000000
60.0,4.0,15.0,4.0,110,9271.0,5.0,4.0,4.0,381,8100000000
54.0,4.0,13.4,2.0,109,9279.0,2.0,2.0,3.0,965,7500000000
123.5,6.5,19.0,8.0,102,9472.0,6.0,4.0,3.0,501,10000000000
54.0,4.0,15.0,3.0,102,9466.0,3.0,2.0,3.0,947,3550000000
55.0,4.2200000000000015,13.4,4.0,110,9266.0,5.0,4.0,3.0,734,5450000000
64.0,4.0200000000000005,15.66,3.0,113,9323.0,3.0,2.0,3.0,1000,5390000000
48.0,4.0,14.0,4.0,112,9312.0,3.0,4.0,3.0,1443,9200000000
30.0,5.08,6.459999999999999,5.0,109,9283.0,3.0,5.0,3.0,283,3200000000
60.0,4.0,15.0,3.0,107,9236.0,3.0,2.0,3.0,1456,3250000000
96.0,4.4,22.0,3.0,110,9278.0,4.0,4.0,1.0,843,13500000000
50.0,4.380000000000001,12.0,4.0,118,9525.0,3.0,4.0,3.0,501,5600000000
35.0,5.0,7.0,2.0,110,9266.0,2.0,2.0,3.0,734,3150000000
30.0,3.532,8.49,5.0,109,9288.0,2.0,3.0,1.0,959,4300000000
49.0,3.5,14.0,4.0,103,9454.0,4.0,2.0,3.0,143,2620000000
36.0,4.0,9.0,2.0,102,9466.0,2.0,2.0,3.0,235,2870000000
38.0,3.5,11.0,2.0,101,9427.0,2.0,2.0,3.0,172,1870000000
49.0,4.12,12.05,2.0,113,9317.0,1.0,2.0,3.0,1604,4200000000
38.0,3.2,12.0,1.0,104,9262.0,1.0,1.0,1.0,400,1600000000
53.0,4.2200000000000015,12.188,4.0,104,9251.0,2.0,2.0,3.0,38,3450000000
58.0,5.1,13.2,2.0,113,9314.0,2.0,2.0,3.0,1599,4600000000
54.4,4.0,13.0,4.0,113,9314.0,5.0,3.0,3.0,1601,7880000000
63.0,6.0,12.0,1.0,117,9508.0,1.0,1.0,3.0,895,3000000000
94.5,6.3,15.0,3.0,113,9319.0,2.0,2.0,3.0,1034,7500000000
67.2,4.5,15.0,4.0,105,9368.0,4.0,2.0,3.0,1625,12000000000
113.93199999999999,6.26,18.2,3.0,107,9229.0,3.0,2.0,3.0,413,4300000000
76.0,4.44,17.2,3.0,118,9526.0,2.0,1.0,3.0,1044,3000000000
68.0,6.0,11.4,3.0,110,9276.0,2.0,1.0,3.0,1081,4200000000
40.0,4.0,10.0,3.0,101,9439.0,3.0,2.0,1.0,1230,6400000000
30.0,3.0,10.0,4.0,99,9405.0,4.0,3.0,3.0,586,3300000000
112.5,4.5,25.0,4.0,107,9233.0,4.0,2.0,1.0,910,7200000000
78.0,4.25,18.0,3.0,102,9470.0,3.0,2.0,1.0,1201,10800000000
40.0,4.0,10.0,2.0,108,9460.0,2.0,2.0,3.0,541,3490000000
58.0,4.258,13.8,3.0,108,9457.0,3.0,2.0,3.0,1119,4900000000
115.0,5.1000000000000005,23.12,1.0,113,9322.0,2.0,1.0,3.0,1295,8600000000
21.0,3.5,6.2,2.0,113,9317.0,2.0,2.0,3.0,1046,2450000000
158.0,4.9,33.0,2.0,107,9229.0,1.0,1.0,1.0,417,5500000000
66.5,4.62,14.8,2.0,113,9314.0,1.0,1.0,3.0,1518,4200000000
70.0,4.66,15.4,5.0,112,9305.0,3.0,3.0,1.0,189,10980000000
70.0,5.0,14.0,3.0,103,9453.0,2.0,1.0,4.0,783,1150000000
48.0,4.0,12.0,2.0,115,9511.0,2.0,2.0,3.0,1686,1670000000
50.0,4.0,11.0,2.0,107,9228.0,2.0,1.0,3.0,1329,2690000000
54.0,4.5200000000000005,12.0,2.0,102,9469.0,2.0,1.0,3.0,1519,2750000000
55.0,5.1,10.3,4.0,118,9525.0,5.0,3.0,1.0,501,5600000000
48.0,4.8,11.5,8.0,113,9319.0,5.0,5.0,3.0,751,6200000000
40.0,4.0,10.0,2.0,117,9499.0,2.0,2.0,3.0,990,950000000
78.0,4.48,17.4,2.0,107,9233.0,1.0,1.0,1.0,1605,5900000000
80.0,5.0,16.0,4.0,108,9461.0,4.0,3.0,1.0,580,10900000000
34.0,3.79,8.5,2.0,110,9266.0,2.0,2.0,3.0,1167,3150000000
48.0,4.0,12.0,2.0,108,9459.0,2.0,1.0,3.0,1581,3690000000
40.1,3.1,13.4,4.0,118,9529.0,3.0,3.0,4.0,501,3200000000
52.0,4.0,13.0,2.0,108,9460.0,2.0,2.0,3.0,1785,3950000000
46.0,3.8,11.0,2.0,110,9268.0,1.0,1.0,3.0,1006,3300000000
43.0,3.36,12.8,3.0,103,9449.0,1.0,1.0,3.0,275,4000000000
100.0,4.0,25.0,3.0,117,9508.0,2.0,2.0,1.0,1016,4990000000
80.0,4.2,19.0,4.0,113,9317.0,4.0,3.0,1.0,1622,7000000000
45.0,4.26,11.05,2.0,110,9274.0,1.0,2.0,3.0,1487,3400000000
78.0,4.2,19.0,5.0,112,9301.0,5.0,4.0,1.0,871,17000000000
32.0,4.0,8.0,3.0,108,9460.0,2.0,2.0,3.0,779,3100000000
61.0,4.0,15.0,3.0,113,9314.0,2.0,2.0,3.0,698,5100000000
36.0,3.0,13.0,4.0,118,9525.0,3.0,4.0,3.0,501,2500000000
37.5,3.28,11.6,2.0,118,9525.0,1.0,2.0,3.0,1359,1700000000
84.8064,6.31,13.44,2.0,114,9243.0,1.0,2.0,3.0,401,4900000000
41.0,4.0,10.2,2.0,113,9319.0,2.0,2.0,3.0,1695,4700000000
72.0,4.5,18.0,3.0,117,9508.0,2.0,1.0,1.0,1771,4500000000
72.0,4.2,17.0,8.0,99,9407.0,6.0,3.0,3.0,23,9500000000
16.5,5.5,3.0,2.0,112,9313.0,1.0,1.0,3.0,447,1850000000
21.3,3.0,7.1,4.0,103,9453.0,3.0,2.0,3.0,783,1850000000
50.0,5.0,10.0,2.0,104,9257.0,2.0,3.0,3.0,726,4000000000
57.0,4.0,12.4,6.0,113,9316.0,7.0,4.0,3.0,1599,6900000000
48.0,4.0,12.0,2.0,115,9511.0,2.0,1.0,3.0,1687,1650000000
50.0,4.3,12.26,3.0,107,9229.0,3.0,2.0,3.0,413,4370000000
69.8,6.0,12.0,7.0,110,9270.0,7.0,3.0,4.0,1081,7500000000
40.0,4.0,10.0,1.0,107,9231.0,2.0,2.0,1.0,1275,1750000000
127.0,5.0,26.0,7.0,113,9315.0,7.0,1.0,1.0,837,15300000000
60.0,4.8,12.0,1.0,114,9245.0,1.0,2.0,3.0,1120,3200000000
56.0,4.0,14.0,4.0,113,9314.0,4.0,4.0,3.0,1601,8090000000
48.0,4.0,12.0,2.0,115,9517.0,2.0,1.0,3.0,1102,2750000000
22.0,4.2,5.7,1.0,101,9431.0,1.0,3.0,1.0,1012,1500000000
50.0,4.0,12.5,4.0,110,9264.0,4.0,3.0,3.0,1056,6000000000
